,parcel_id,slr77,slr66,slr52,slr48,slr36,slr24,slr12,slr
0,914191,77,66.0,52.0,48.0,36.0,24.0,12.0,12
1,895343,77,66.0,52.0,48.0,36.0,24.0,12.0,12
2,1042043,77,66.0,52.0,48.0,36.0,24.0,12.0,12
3,1042039,77,66.0,52.0,48.0,36.0,24.0,12.0,12
4,1042035,77,66.0,52.0,48.0,36.0,24.0,12.0,12
5,1042067,77,66.0,52.0,48.0,36.0,24.0,12.0,12
6,1042068,77,66.0,52.0,48.0,36.0,24.0,12.0,12
7,1042062,77,66.0,52.0,48.0,36.0,24.0,12.0,12
8,1042045,77,66.0,52.0,48.0,36.0,24.0,12.0,12
9,1042041,77,66.0,52.0,48.0,36.0,24.0,12.0,12
10,1042042,77,66.0,52.0,48.0,36.0,24.0,12.0,12
11,1042040,77,66.0,52.0,48.0,36.0,24.0,0.0,24
12,1042029,77,66.0,52.0,48.0,36.0,24.0,12.0,12
13,903854,77,66.0,52.0,48.0,36.0,24.0,12.0,12
14,895344,77,66.0,52.0,48.0,36.0,24.0,12.0,12
15,895345,77,66.0,52.0,48.0,36.0,24.0,12.0,12
16,895341,77,66.0,52.0,48.0,36.0,24.0,12.0,12
17,1042044,77,66.0,52.0,48.0,36.0,24.0,12.0,12
18,888734,77,66.0,52.0,48.0,36.0,24.0,12.0,12
19,1042048,77,66.0,52.0,48.0,36.0,24.0,12.0,12
20,888733,77,66.0,52.0,48.0,36.0,24.0,12.0,12
21,888732,77,66.0,0.0,0.0,0.0,0.0,0.0,66
22,888748,77,66.0,0.0,0.0,0.0,0.0,0.0,66
23,888756,77,66.0,0.0,0.0,0.0,0.0,0.0,66
24,888753,77,66.0,0.0,0.0,0.0,0.0,0.0,66
25,888752,77,66.0,0.0,0.0,0.0,0.0,0.0,66
26,888751,77,66.0,0.0,0.0,0.0,0.0,0.0,66
27,888757,77,66.0,0.0,0.0,0.0,0.0,0.0,66
28,1042036,77,66.0,52.0,48.0,36.0,24.0,12.0,12
29,888758,77,66.0,0.0,0.0,0.0,0.0,0.0,66
30,888759,77,66.0,0.0,0.0,0.0,0.0,0.0,66
31,1042030,77,66.0,52.0,48.0,36.0,24.0,12.0,12
32,1042025,77,66.0,52.0,48.0,36.0,24.0,12.0,12
33,895346,77,66.0,52.0,48.0,36.0,24.0,12.0,12
34,888737,77,66.0,0.0,0.0,0.0,0.0,0.0,66
35,888738,77,66.0,0.0,0.0,0.0,0.0,0.0,66
36,888736,77,66.0,0.0,0.0,0.0,0.0,0.0,66
37,888744,77,66.0,0.0,0.0,0.0,0.0,0.0,66
38,888745,77,66.0,0.0,0.0,0.0,0.0,0.0,66
39,888739,77,66.0,0.0,0.0,0.0,0.0,0.0,66
40,888740,77,66.0,0.0,0.0,0.0,0.0,0.0,66
41,888747,77,66.0,0.0,0.0,0.0,0.0,0.0,66
42,888746,77,66.0,0.0,0.0,0.0,0.0,0.0,66
43,888750,77,66.0,0.0,0.0,0.0,0.0,0.0,66
44,888741,77,66.0,0.0,0.0,0.0,0.0,0.0,66
45,888742,77,0.0,0.0,0.0,0.0,0.0,0.0,77
46,888767,77,0.0,0.0,0.0,0.0,0.0,0.0,77
47,888754,77,66.0,0.0,0.0,0.0,0.0,0.0,66
48,888749,77,66.0,0.0,0.0,0.0,0.0,0.0,66
49,888755,77,66.0,0.0,0.0,0.0,0.0,0.0,66
50,888766,77,0.0,0.0,0.0,0.0,0.0,0.0,77
51,888765,77,66.0,0.0,0.0,0.0,0.0,0.0,66
52,888764,77,66.0,0.0,0.0,0.0,0.0,0.0,66
53,888761,77,66.0,0.0,0.0,0.0,0.0,0.0,66
54,888762,77,66.0,0.0,0.0,0.0,0.0,0.0,66
55,888763,77,66.0,0.0,0.0,0.0,0.0,0.0,66
56,888760,77,66.0,0.0,0.0,0.0,0.0,0.0,66
57,888934,77,66.0,0.0,0.0,0.0,0.0,0.0,66
58,888933,77,0.0,0.0,0.0,0.0,0.0,0.0,77
59,888932,77,0.0,0.0,0.0,0.0,0.0,0.0,77
60,888935,77,66.0,0.0,0.0,0.0,0.0,0.0,66
61,1042026,77,66.0,0.0,0.0,0.0,0.0,0.0,66
62,1042022,77,66.0,52.0,48.0,36.0,24.0,12.0,12
63,1042021,77,66.0,52.0,48.0,36.0,24.0,12.0,12
64,1042018,77,66.0,52.0,48.0,36.0,24.0,12.0,12
65,1042014,77,66.0,52.0,48.0,36.0,24.0,12.0,12
66,895429,77,66.0,0.0,0.0,0.0,0.0,0.0,66
67,895430,77,66.0,0.0,0.0,0.0,0.0,0.0,66
68,895428,77,66.0,0.0,0.0,0.0,0.0,0.0,66
69,895427,77,66.0,0.0,0.0,0.0,0.0,0.0,66
70,895426,77,66.0,0.0,0.0,0.0,0.0,0.0,66
71,895416,77,66.0,0.0,0.0,0.0,0.0,0.0,66
72,895417,77,66.0,0.0,0.0,0.0,0.0,0.0,66
73,895438,77,66.0,0.0,0.0,0.0,0.0,0.0,66
74,895437,77,66.0,0.0,0.0,0.0,0.0,0.0,66
75,895436,77,66.0,0.0,0.0,0.0,0.0,0.0,66
76,895435,77,66.0,0.0,0.0,0.0,0.0,0.0,66
77,895434,77,66.0,0.0,0.0,0.0,0.0,0.0,66
78,895433,77,66.0,0.0,0.0,0.0,0.0,0.0,66
79,895432,77,66.0,0.0,0.0,0.0,0.0,0.0,66
80,895431,77,66.0,0.0,0.0,0.0,0.0,0.0,66
81,895618,77,0.0,0.0,0.0,0.0,0.0,0.0,77
82,895418,77,66.0,0.0,0.0,0.0,0.0,0.0,66
83,895487,77,66.0,0.0,0.0,0.0,0.0,0.0,66
84,895488,77,66.0,0.0,0.0,0.0,0.0,0.0,66
85,895486,77,66.0,0.0,0.0,0.0,0.0,0.0,66
86,895489,77,66.0,0.0,0.0,0.0,0.0,0.0,66
87,895485,77,66.0,0.0,0.0,0.0,0.0,0.0,66
88,895484,77,66.0,0.0,0.0,0.0,0.0,0.0,66
89,895483,77,66.0,0.0,0.0,0.0,0.0,0.0,66
90,895490,77,66.0,0.0,0.0,0.0,0.0,0.0,66
91,895482,77,66.0,0.0,0.0,0.0,0.0,0.0,66
92,895481,77,66.0,0.0,0.0,0.0,0.0,0.0,66
93,895491,77,66.0,0.0,0.0,0.0,0.0,0.0,66
94,895492,77,66.0,0.0,0.0,0.0,0.0,0.0,66
95,895480,77,0.0,0.0,0.0,0.0,0.0,0.0,77
96,895477,77,0.0,0.0,0.0,0.0,0.0,0.0,77
97,895500,77,0.0,0.0,0.0,0.0,0.0,0.0,77
98,895498,77,0.0,0.0,0.0,0.0,0.0,0.0,77
99,895476,77,0.0,0.0,0.0,0.0,0.0,0.0,77
100,895495,77,0.0,0.0,0.0,0.0,0.0,0.0,77
101,895493,77,66.0,0.0,0.0,0.0,0.0,0.0,66
102,895496,77,0.0,0.0,0.0,0.0,0.0,0.0,77
103,895475,77,0.0,0.0,0.0,0.0,0.0,0.0,77
104,895474,77,0.0,0.0,0.0,0.0,0.0,0.0,77
105,895499,77,0.0,0.0,0.0,0.0,0.0,0.0,77
106,895473,77,0.0,0.0,0.0,0.0,0.0,0.0,77
107,895494,77,66.0,0.0,0.0,0.0,0.0,0.0,66
108,895471,77,66.0,0.0,0.0,0.0,0.0,0.0,66
109,888941,77,66.0,0.0,0.0,0.0,0.0,0.0,66
110,888939,77,66.0,0.0,0.0,0.0,0.0,0.0,66
111,888940,77,66.0,0.0,0.0,0.0,0.0,0.0,66
112,888938,77,66.0,0.0,0.0,0.0,0.0,0.0,66
113,888936,77,66.0,0.0,0.0,0.0,0.0,0.0,66
114,888937,77,66.0,0.0,0.0,0.0,0.0,0.0,66
115,1042019,77,66.0,52.0,48.0,36.0,24.0,12.0,12
116,1042015,77,0.0,0.0,0.0,0.0,0.0,0.0,77
117,903859,77,66.0,0.0,0.0,0.0,0.0,0.0,66
118,903871,77,66.0,0.0,0.0,0.0,0.0,0.0,66
119,903870,77,66.0,0.0,0.0,0.0,0.0,0.0,66
120,903869,77,66.0,0.0,0.0,0.0,0.0,0.0,66
121,903868,77,66.0,0.0,0.0,0.0,0.0,0.0,66
122,903901,77,66.0,0.0,0.0,0.0,0.0,0.0,66
123,903900,77,66.0,0.0,0.0,0.0,0.0,0.0,66
124,903899,77,66.0,0.0,0.0,0.0,0.0,0.0,66
125,903898,77,66.0,0.0,0.0,0.0,0.0,0.0,66
126,903897,77,66.0,0.0,0.0,0.0,0.0,0.0,66
127,903896,77,66.0,0.0,0.0,0.0,0.0,0.0,66
128,903895,77,66.0,0.0,0.0,0.0,0.0,0.0,66
129,903893,77,66.0,0.0,0.0,0.0,0.0,0.0,66
130,903855,77,66.0,0.0,0.0,0.0,0.0,0.0,66
131,903857,77,66.0,0.0,0.0,0.0,0.0,0.0,66
132,903858,77,66.0,0.0,0.0,0.0,0.0,0.0,66
133,903894,77,0.0,0.0,0.0,0.0,0.0,0.0,77
134,903892,77,0.0,0.0,0.0,0.0,0.0,0.0,77
135,903930,77,66.0,52.0,0.0,0.0,0.0,0.0,52
136,903931,77,66.0,52.0,0.0,0.0,0.0,0.0,52
137,903929,77,66.0,0.0,0.0,0.0,0.0,0.0,66
138,903928,77,66.0,0.0,0.0,0.0,0.0,0.0,66
139,903927,77,66.0,0.0,0.0,0.0,0.0,0.0,66
140,903926,77,66.0,0.0,0.0,0.0,0.0,0.0,66
141,903925,77,66.0,0.0,0.0,0.0,0.0,0.0,66
142,903875,77,66.0,0.0,0.0,0.0,0.0,0.0,66
143,903878,77,66.0,0.0,0.0,0.0,0.0,0.0,66
144,903876,77,66.0,0.0,0.0,0.0,0.0,0.0,66
145,903877,77,66.0,0.0,0.0,0.0,0.0,0.0,66
146,903902,77,66.0,0.0,0.0,0.0,0.0,0.0,66
147,903939,77,0.0,0.0,0.0,0.0,0.0,0.0,77
148,903879,77,66.0,0.0,0.0,0.0,0.0,0.0,66
149,903915,77,0.0,0.0,0.0,0.0,0.0,0.0,77
150,903936,77,0.0,0.0,0.0,0.0,0.0,0.0,77
151,903924,77,0.0,0.0,0.0,0.0,0.0,0.0,77
152,903880,77,0.0,0.0,0.0,0.0,0.0,0.0,77
153,903916,77,0.0,0.0,0.0,0.0,0.0,0.0,77
154,903917,77,0.0,0.0,0.0,0.0,0.0,0.0,77
155,903881,77,0.0,0.0,0.0,0.0,0.0,0.0,77
156,903956,77,66.0,0.0,0.0,0.0,0.0,0.0,66
157,903957,77,66.0,0.0,0.0,0.0,0.0,0.0,66
158,903958,77,66.0,0.0,0.0,0.0,0.0,0.0,66
159,903959,77,66.0,0.0,0.0,0.0,0.0,0.0,66
160,903960,77,66.0,0.0,0.0,0.0,0.0,0.0,66
161,903908,77,66.0,0.0,0.0,0.0,0.0,0.0,66
162,903935,77,66.0,52.0,48.0,0.0,0.0,0.0,48
163,903934,77,66.0,52.0,48.0,0.0,0.0,0.0,48
164,903933,77,66.0,52.0,0.0,0.0,0.0,0.0,52
165,903932,77,66.0,52.0,0.0,0.0,0.0,0.0,52
166,903955,77,66.0,0.0,0.0,0.0,0.0,0.0,66
167,903954,77,0.0,0.0,0.0,0.0,0.0,0.0,77
168,903909,77,66.0,0.0,0.0,0.0,0.0,0.0,66
169,903949,77,0.0,0.0,0.0,0.0,0.0,0.0,77
170,903953,77,0.0,0.0,0.0,0.0,0.0,0.0,77
171,903952,77,0.0,0.0,0.0,0.0,0.0,0.0,77
172,903913,77,0.0,0.0,0.0,0.0,0.0,0.0,77
173,903910,77,66.0,0.0,0.0,0.0,0.0,0.0,66
174,903938,77,66.0,0.0,0.0,0.0,0.0,0.0,66
175,903951,77,0.0,0.0,0.0,0.0,0.0,0.0,77
176,903937,77,0.0,0.0,0.0,0.0,0.0,0.0,77
177,903912,77,66.0,0.0,0.0,0.0,0.0,0.0,66
178,903914,77,0.0,0.0,0.0,0.0,0.0,0.0,77
179,903911,77,66.0,0.0,0.0,0.0,0.0,0.0,66
180,903950,77,0.0,0.0,0.0,0.0,0.0,0.0,77
181,895358,77,66.0,0.0,0.0,0.0,0.0,0.0,66
182,903940,77,66.0,0.0,0.0,0.0,0.0,0.0,66
183,903942,77,66.0,0.0,0.0,0.0,0.0,0.0,66
184,903943,77,66.0,0.0,0.0,0.0,0.0,0.0,66
185,903946,77,66.0,0.0,0.0,0.0,0.0,0.0,66
186,903945,77,66.0,0.0,0.0,0.0,0.0,0.0,66
187,903944,77,66.0,0.0,0.0,0.0,0.0,0.0,66
188,903961,77,66.0,0.0,0.0,0.0,0.0,0.0,66
189,895367,77,66.0,0.0,0.0,0.0,0.0,0.0,66
190,903963,77,66.0,0.0,0.0,0.0,0.0,0.0,66
191,903941,77,0.0,0.0,0.0,0.0,0.0,0.0,77
192,895368,77,66.0,0.0,0.0,0.0,0.0,0.0,66
193,895378,77,66.0,0.0,0.0,0.0,0.0,0.0,66
194,903962,77,66.0,0.0,0.0,0.0,0.0,0.0,66
195,895369,77,66.0,0.0,0.0,0.0,0.0,0.0,66
196,895381,77,66.0,0.0,0.0,0.0,0.0,0.0,66
197,895377,77,66.0,0.0,0.0,0.0,0.0,0.0,66
198,895376,77,0.0,0.0,0.0,0.0,0.0,0.0,77
199,895347,77,66.0,0.0,0.0,0.0,0.0,0.0,66
200,895366,77,66.0,0.0,0.0,0.0,0.0,0.0,66
201,895365,77,66.0,0.0,0.0,0.0,0.0,0.0,66
202,895364,77,66.0,0.0,0.0,0.0,0.0,0.0,66
203,895363,77,66.0,0.0,0.0,0.0,0.0,0.0,66
204,895362,77,66.0,0.0,0.0,0.0,0.0,0.0,66
205,895361,77,66.0,0.0,0.0,0.0,0.0,0.0,66
206,895360,77,66.0,0.0,0.0,0.0,0.0,0.0,66
207,895359,77,66.0,0.0,0.0,0.0,0.0,0.0,66
208,895348,77,66.0,0.0,0.0,0.0,0.0,0.0,66
209,895349,77,0.0,0.0,0.0,0.0,0.0,0.0,77
210,895350,77,0.0,0.0,0.0,0.0,0.0,0.0,77
211,895356,77,0.0,0.0,0.0,0.0,0.0,0.0,77
212,895355,77,0.0,0.0,0.0,0.0,0.0,0.0,77
213,895357,77,66.0,0.0,0.0,0.0,0.0,0.0,66
214,895354,77,0.0,0.0,0.0,0.0,0.0,0.0,77
215,895648,77,66.0,0.0,0.0,0.0,0.0,0.0,66
216,895351,77,0.0,0.0,0.0,0.0,0.0,0.0,77
217,895352,77,0.0,0.0,0.0,0.0,0.0,0.0,77
218,895647,77,0.0,0.0,0.0,0.0,0.0,0.0,77
219,895646,77,0.0,0.0,0.0,0.0,0.0,0.0,77
220,895353,77,0.0,0.0,0.0,0.0,0.0,0.0,77
221,895370,77,66.0,0.0,0.0,0.0,0.0,0.0,66
222,895672,77,0.0,0.0,0.0,0.0,0.0,0.0,77
223,895371,77,66.0,0.0,0.0,0.0,0.0,0.0,66
224,895379,77,0.0,0.0,0.0,0.0,0.0,0.0,77
225,895380,77,0.0,0.0,0.0,0.0,0.0,0.0,77
226,895372,77,0.0,0.0,0.0,0.0,0.0,0.0,77
227,895373,77,0.0,0.0,0.0,0.0,0.0,0.0,77
228,895375,77,0.0,0.0,0.0,0.0,0.0,0.0,77
229,895382,77,66.0,0.0,0.0,0.0,0.0,0.0,66
230,895415,77,66.0,0.0,0.0,0.0,0.0,0.0,66
231,895414,77,66.0,0.0,0.0,0.0,0.0,0.0,66
232,895440,77,66.0,0.0,0.0,0.0,0.0,0.0,66
233,895383,77,66.0,0.0,0.0,0.0,0.0,0.0,66
234,895425,77,66.0,0.0,0.0,0.0,0.0,0.0,66
235,895384,77,66.0,0.0,0.0,0.0,0.0,0.0,66
236,895385,77,66.0,0.0,0.0,0.0,0.0,0.0,66
237,895386,77,66.0,0.0,0.0,0.0,0.0,0.0,66
238,895439,77,66.0,0.0,0.0,0.0,0.0,0.0,66
239,895387,77,0.0,0.0,0.0,0.0,0.0,0.0,77
240,895388,77,0.0,0.0,0.0,0.0,0.0,0.0,77
241,895413,77,0.0,0.0,0.0,0.0,0.0,0.0,77
242,895412,77,0.0,0.0,0.0,0.0,0.0,0.0,77
243,895389,77,0.0,0.0,0.0,0.0,0.0,0.0,77
244,895411,77,0.0,0.0,0.0,0.0,0.0,0.0,77
245,895390,77,0.0,0.0,0.0,0.0,0.0,0.0,77
246,895410,77,0.0,0.0,0.0,0.0,0.0,0.0,77
247,895391,77,0.0,0.0,0.0,0.0,0.0,0.0,77
248,895409,77,0.0,0.0,0.0,0.0,0.0,0.0,77
249,895408,77,0.0,0.0,0.0,0.0,0.0,0.0,77
250,895392,77,0.0,0.0,0.0,0.0,0.0,0.0,77
251,895649,77,0.0,0.0,0.0,0.0,0.0,0.0,77
252,895650,77,0.0,0.0,0.0,0.0,0.0,0.0,77
253,895651,77,0.0,0.0,0.0,0.0,0.0,0.0,77
254,895652,77,0.0,0.0,0.0,0.0,0.0,0.0,77
255,895653,77,0.0,0.0,0.0,0.0,0.0,0.0,77
256,895393,77,0.0,0.0,0.0,0.0,0.0,0.0,77
257,895654,77,0.0,0.0,0.0,0.0,0.0,0.0,77
258,895655,77,0.0,0.0,0.0,0.0,0.0,0.0,77
259,895419,77,0.0,0.0,0.0,0.0,0.0,0.0,77
260,895420,77,0.0,0.0,0.0,0.0,0.0,0.0,77
261,895441,77,0.0,0.0,0.0,0.0,0.0,0.0,77
262,895444,77,0.0,0.0,0.0,0.0,0.0,0.0,77
263,895424,77,66.0,0.0,0.0,0.0,0.0,0.0,66
264,895423,77,0.0,0.0,0.0,0.0,0.0,0.0,77
265,895442,77,0.0,0.0,0.0,0.0,0.0,0.0,77
266,895422,77,0.0,0.0,0.0,0.0,0.0,0.0,77
267,895591,77,0.0,0.0,0.0,0.0,0.0,0.0,77
268,895617,77,0.0,0.0,0.0,0.0,0.0,0.0,77
269,895616,77,0.0,0.0,0.0,0.0,0.0,0.0,77
270,895592,77,0.0,0.0,0.0,0.0,0.0,0.0,77
271,895615,77,0.0,0.0,0.0,0.0,0.0,0.0,77
272,895593,77,0.0,0.0,0.0,0.0,0.0,0.0,77
273,895594,77,0.0,0.0,0.0,0.0,0.0,0.0,77
274,895614,77,0.0,0.0,0.0,0.0,0.0,0.0,77
275,895595,77,0.0,0.0,0.0,0.0,0.0,0.0,77
276,895613,77,0.0,0.0,0.0,0.0,0.0,0.0,77
277,895620,77,0.0,0.0,0.0,0.0,0.0,0.0,77
278,895621,77,0.0,0.0,0.0,0.0,0.0,0.0,77
279,895479,77,0.0,0.0,0.0,0.0,0.0,0.0,77
280,895472,77,0.0,0.0,0.0,0.0,0.0,0.0,77
281,895497,77,0.0,0.0,0.0,0.0,0.0,0.0,77
282,895478,77,0.0,0.0,0.0,0.0,0.0,0.0,77
283,895524,77,0.0,0.0,0.0,0.0,0.0,0.0,77
284,895501,77,0.0,0.0,0.0,0.0,0.0,0.0,77
285,895523,77,0.0,0.0,0.0,0.0,0.0,0.0,77
286,895522,77,0.0,0.0,0.0,0.0,0.0,0.0,77
287,895521,77,0.0,0.0,0.0,0.0,0.0,0.0,77
288,895520,77,0.0,0.0,0.0,0.0,0.0,0.0,77
289,895519,77,0.0,0.0,0.0,0.0,0.0,0.0,77
290,895526,77,0.0,0.0,0.0,0.0,0.0,0.0,77
291,895518,77,0.0,0.0,0.0,0.0,0.0,0.0,77
292,895517,77,0.0,0.0,0.0,0.0,0.0,0.0,77
293,895516,77,0.0,0.0,0.0,0.0,0.0,0.0,77
294,895529,77,0.0,0.0,0.0,0.0,0.0,0.0,77
295,895508,77,0.0,0.0,0.0,0.0,0.0,0.0,77
296,895532,77,0.0,0.0,0.0,0.0,0.0,0.0,77
297,895509,77,0.0,0.0,0.0,0.0,0.0,0.0,77
298,895510,77,0.0,0.0,0.0,0.0,0.0,0.0,77
299,895515,77,0.0,0.0,0.0,0.0,0.0,0.0,77
300,895528,77,0.0,0.0,0.0,0.0,0.0,0.0,77
301,895511,77,0.0,0.0,0.0,0.0,0.0,0.0,77
302,895512,77,0.0,0.0,0.0,0.0,0.0,0.0,77
303,895531,77,0.0,0.0,0.0,0.0,0.0,0.0,77
304,895470,77,66.0,0.0,0.0,0.0,0.0,0.0,66
305,895469,77,0.0,0.0,0.0,0.0,0.0,0.0,77
306,895467,77,66.0,0.0,0.0,0.0,0.0,0.0,66
307,895445,77,0.0,0.0,0.0,0.0,0.0,0.0,77
308,895446,77,0.0,0.0,0.0,0.0,0.0,0.0,77
309,895447,77,0.0,0.0,0.0,0.0,0.0,0.0,77
310,889280,77,66.0,0.0,0.0,0.0,0.0,0.0,66
311,889278,77,66.0,0.0,0.0,0.0,0.0,0.0,66
312,889281,77,66.0,0.0,0.0,0.0,0.0,0.0,66
313,889284,77,66.0,0.0,0.0,0.0,0.0,0.0,66
314,889295,77,0.0,0.0,0.0,0.0,0.0,0.0,77
315,889282,77,66.0,0.0,0.0,0.0,0.0,0.0,66
316,1042008,77,66.0,52.0,48.0,36.0,24.0,12.0,12
317,904063,77,66.0,0.0,0.0,0.0,0.0,0.0,66
318,903867,77,66.0,0.0,0.0,0.0,0.0,0.0,66
319,903856,77,0.0,0.0,0.0,0.0,0.0,0.0,77
320,903866,77,0.0,0.0,0.0,0.0,0.0,0.0,77
321,903860,77,0.0,0.0,0.0,0.0,0.0,0.0,77
322,903865,77,0.0,0.0,0.0,0.0,0.0,0.0,77
323,903864,77,0.0,0.0,0.0,0.0,0.0,0.0,77
324,903873,77,66.0,0.0,0.0,0.0,0.0,0.0,66
325,903874,77,0.0,0.0,0.0,0.0,0.0,0.0,77
326,903863,77,0.0,0.0,0.0,0.0,0.0,0.0,77
327,903862,77,66.0,0.0,0.0,0.0,0.0,0.0,66
328,903891,77,0.0,0.0,0.0,0.0,0.0,0.0,77
329,903904,77,0.0,0.0,0.0,0.0,0.0,0.0,77
330,903872,77,0.0,0.0,0.0,0.0,0.0,0.0,77
331,903861,77,0.0,0.0,0.0,0.0,0.0,0.0,77
332,903964,77,0.0,0.0,0.0,0.0,0.0,0.0,77
333,903997,77,0.0,0.0,0.0,0.0,0.0,0.0,77
334,903996,77,0.0,0.0,0.0,0.0,0.0,0.0,77
335,903995,77,0.0,0.0,0.0,0.0,0.0,0.0,77
336,903999,77,0.0,0.0,0.0,0.0,0.0,0.0,77
337,903965,77,0.0,0.0,0.0,0.0,0.0,0.0,77
338,895710,77,0.0,0.0,0.0,0.0,0.0,0.0,77
339,903966,77,0.0,0.0,0.0,0.0,0.0,0.0,77
340,895709,77,0.0,0.0,0.0,0.0,0.0,0.0,77
341,903968,77,0.0,0.0,0.0,0.0,0.0,0.0,77
342,895708,77,0.0,0.0,0.0,0.0,0.0,0.0,77
343,895707,77,0.0,0.0,0.0,0.0,0.0,0.0,77
344,895706,77,0.0,0.0,0.0,0.0,0.0,0.0,77
345,895696,77,0.0,0.0,0.0,0.0,0.0,0.0,77
346,895678,77,0.0,0.0,0.0,0.0,0.0,0.0,77
347,895694,77,0.0,0.0,0.0,0.0,0.0,0.0,77
348,895698,77,0.0,0.0,0.0,0.0,0.0,0.0,77
349,895693,77,0.0,0.0,0.0,0.0,0.0,0.0,77
350,895699,77,0.0,0.0,0.0,0.0,0.0,0.0,77
351,895700,77,0.0,0.0,0.0,0.0,0.0,0.0,77
352,895704,77,0.0,0.0,0.0,0.0,0.0,0.0,77
353,889840,77,0.0,0.0,0.0,0.0,0.0,0.0,77
354,889841,77,66.0,0.0,0.0,0.0,0.0,0.0,66
355,889843,77,66.0,0.0,0.0,0.0,0.0,0.0,66
356,889842,77,66.0,0.0,0.0,0.0,0.0,0.0,66
357,889844,77,66.0,0.0,0.0,0.0,0.0,0.0,66
358,1042009,77,66.0,0.0,0.0,0.0,0.0,0.0,66
359,1042005,77,66.0,52.0,48.0,36.0,24.0,12.0,12
360,889846,77,66.0,0.0,0.0,0.0,0.0,0.0,66
361,889845,77,66.0,0.0,0.0,0.0,0.0,0.0,66
362,1042006,77,66.0,0.0,0.0,0.0,0.0,0.0,66
363,890624,77,66.0,0.0,0.0,0.0,0.0,0.0,66
364,1042003,77,66.0,52.0,48.0,36.0,24.0,12.0,12
365,1042001,77,66.0,52.0,48.0,36.0,24.0,12.0,12
366,1042002,77,66.0,0.0,0.0,0.0,0.0,0.0,66
367,1042004,77,66.0,52.0,48.0,36.0,0.0,0.0,36
368,890625,77,66.0,0.0,0.0,0.0,0.0,0.0,66
369,890626,77,66.0,0.0,0.0,0.0,0.0,0.0,66
370,890627,77,66.0,0.0,0.0,0.0,0.0,0.0,66
371,1041999,77,66.0,52.0,48.0,36.0,24.0,12.0,12
372,890628,77,66.0,0.0,0.0,0.0,0.0,0.0,66
373,891460,77,66.0,0.0,0.0,0.0,0.0,0.0,66
374,891452,77,66.0,0.0,0.0,0.0,0.0,0.0,66
375,891453,77,0.0,0.0,0.0,0.0,0.0,0.0,77
376,1042000,77,66.0,52.0,48.0,36.0,0.0,0.0,36
377,891461,77,66.0,0.0,0.0,0.0,0.0,0.0,66
378,1041997,77,66.0,52.0,48.0,36.0,24.0,12.0,12
